mass,ts,x,y,h,latitude,longitude,altitude,mach,tas,vertical_rate,heading,fuelflow,fid,num,cost_grid
62097.94871407349,173.1268,13967.663104677184,50891.586026661564,2570.7021498589124,52.06524807774102,4.80529752708543,8434.0,0.61191,392.8546,3000.0,168.3171,1.7053966301288337,id1,0.0003,0.0316562408023362
62055.987040801374,197.8592,14974.66756540513,46021.62730468198,2947.623716349455,52.02142543699472,4.819814389719709,9671.0,0.625386,399.6904,3000.0,170.2972,1.6945632267061335,id1,0.0003,0.030184437802828874
62014.297475305684,222.5916,15827.449476402417,41034.11247220007,3324.545276677393,51.976548244056346,4.83204589002574,10907.0,0.639234,406.6758,3000.0,174.3542,1.6836257495678868,id1,0.0003,0.028495515081671124
61972.882884488754,247.3241,16333.973571916591,35910.38823748508,3701.4668312572862,51.930455118737875,4.8391963796288655,12144.0,0.653464,413.814,3000.0,179.4746,1.6725571593544835,id1,0.0003,0.027068049563630583
61931.7461470787,272.0565,16382.022669678323,30671.172888629793,4078.388378786832,51.88333660740736,4.839646980756967,13381.0,0.668089,421.1079,3000.0,185.034,1.6613695929278065,id1,0.0003,0.0263854606730458
61890.89015742003,296.7889,15914.146456816301,25359.601352566966,4455.309914198452,51.83558234019287,4.832584567832318,14617.0,0.683118,428.5602,3000.0,190.4158,1.650075851415392,id1,0.0003,0.026242332698188504
61850.31783568064,321.5213,14933.02428883591,20022.185489740554,4832.231437553109,51.78760918049521,4.818074256592207,15854.0,0.698562,436.1734,3000.0,194.7543,1.638646398045732,id1,0.0003,0.024934180944339253
61810.03213053762,346.2537,13526.307898544179,14680.738096386867,5209.15295305436,51.7396084280927,4.79741377762182,17090.0,0.714435,443.9506,3000.0,196.8799,1.6271084576137553,id1,0.0003,0.02371530168998567
61770.03601293606,370.9861,11893.75385638867,9300.590454122193,5586.074456746812,51.69126085136251,4.773519514422677,18327.0,0.730747,451.8943,3000.0,196.4468,1.6154313381175716,id1,0.0003,0.023234549165064882
61730.3324879643,395.7185,10273.342657600468,3811.4740429755934,5962.995947485149,51.64192821910857,4.749849047678614,19564.0,0.747512,460.0075,3000.0,194.5635,1.6036279440634753,id1,0.0003,0.022682020078657356
61690.92458958723,420.4509,8808.293662596208,-1827.6732003650793,6339.917353299189,51.59123914285771,4.728475284172221,20800.0,0.76474,468.2924,3000.0,193.9082,1.591711364643271,id1,0.0003,0.004532681162068545
61651.815369417505,445.1833,7382.539992521564,-7585.34236766506,6716.838190442106,51.53947978576237,4.707714843249905,22037.0,0.782445,476.7508,3000.0,193.8889,1.5796488288411534,id1,0.0003,0.0
61613.00236330099,469.9157,5932.938474448623,-13447.761150659891,7093.758853127698,51.486775002912566,4.686655398536217,23273.0,0.800637,485.3852,3000.0,193.8774,1.567469120666039,id1,0.0003,0.0
61574.448533149385,494.6481,4458.221875059522,-19416.90480926374,7470.679409929098,51.43310685940811,4.665280988996225,24510.0,0.819176,494.1044,3000.0,193.8686,1.5550585562071584,id1,0.0003,0.0
61536.03928506131,519.3805,2957.894965025174,-25493.74416013603,7847.599901142502,51.37846643709093,4.643586904872742,25747.0,0.81996,492.0421,3000.0,193.8646,1.5337628008989261,id1,0.0003,0.0
61498.11041710457,544.1129,1464.3086033581721,-31545.0701111146,8224.520193656512,51.324051439084485,4.622041743275812,26983.0,0.819986,489.5093,3000.0,193.8607,1.513242327153149,id1,0.0003,0.0
61460.648872863094,568.8453,-21.10690289150593,-37565.07148320766,8601.440233997646,51.26991419498069,4.600668040721585,28220.0,0.819991,486.9509,3000.0,193.8579,1.4939312530031013,id1,0.0003,0.0
61423.62072353302,593.5777,-1498.4037404694707,-43553.3975185152,8978.359959435447,51.21605787170271,4.579458744261622,29457.0,0.819994,484.377,3000.0,193.8554,1.4759244276621077,id1,0.0003,0.0
61386.98943840074,618.3101,-2967.553961580256,-49509.84991136327,9355.27928863174,51.16248440170711,4.558415648911267,30693.0,0.819995,481.7887,3000.0,193.8525,1.4593011840588122,id1,0.0003,0.0
61350.71629582434,643.0425,-4428.480303043754,-55434.25634045435,9732.198110607187,51.10919541416371,4.537538854057615,31930.0,0.81999,479.1827,2715.0,193.8499,1.3915756253445961,id1,0.0003,0.0
61316.03983868465,667.7749,-5882.054921057175,-61329.97143987886,10073.27468563275,51.05616080967194,4.5168149373611,33049.0,0.819681,476.6355,2418.0,193.8489,1.3205459075809116,id1,0.0003,0.0
61283.043629089596,692.5073,-7328.609021897936,-67197.66389570836,10377.067654053337,51.00337464142163,4.4962382746820655,34045.0,0.817181,473.0701,2121.0,193.8482,1.2482167549439018,id1,0.0003,0.0
61251.808973750485,717.2398,-8765.055694126026,-73024.65722764374,10643.57576047092,50.95095102679797,4.475851752907034,34920.0,0.814471,469.6468,1824.0,193.8477,1.1747991458567832,id1,0.0003,0.0
61222.37277849966,741.9722,-10191.977999066892,-78813.23362620923,10872.800380011953,50.89886952101268,4.4556459656915655,35672.0,0.81176,466.4884,1528.0,193.8472,1.1005217065855593,id1,0.0003,0.0
62399.99999288045,0.0,9878.779516316426,78833.15646510167,30.48000000225403,52.31661999987989,4.7462999999372535,100.0,0.3,198.3755,1783.0,187.37,1.6059634413470152,id0,0.0009,0.18511500568755362
62359.24873986899,25.3553,9548.58543569234,76280.33738371737,260.1329659437102,52.29366782195856,4.741369825219401,853.0,0.379609,250.3657,2087.0,186.6263,1.5727322882835733,id0,0.0009,0.10127662795064173
62319.40569780081,50.7106,9173.587405604836,73052.31912027088,528.9764174647602,52.26464398662437,4.735767904675414,1735.0,0.462152,303.8745,2391.0,173.2499,1.6138210926037073,id0,0.0009,0.06760681020954779
62278.59969502258,76.0659,9637.253609608853,69134.87446594222,837.0103772274069,52.22940573201943,4.742468981881261,2746.0,0.54805,359.0852,2696.0,163.1317,1.6959692921978387,id0,0.0009,0.05063148718014767
62235.79797093506,101.4212,10989.941438197786,64673.78631294446,1184.2348031760137,52.18926104534514,4.762184510303757,3885.0,0.56537,368.9512,3000.0,163.096,1.7440399803401527,id0,0.0009,0.042190164109624874
62191.78862553671,126.7764,12381.644130277367,60094.29607485404,1570.6491890181917,52.14804742135662,4.782432085937599,5153.0,0.577865,375.4129,3000.0,162.1983,1.7333640666857784,id0,0.0009,0.03366538212124813
62148.054573645255,152.1317,13870.68968764939,55456.94794768093,1957.0636239650914,52.106307608616426,4.804065310357712,6421.0,0.590734,382.0355,3000.0,159.8819,1.7225782000384924,id0,0.0009,0.03296101122931118
62104.59861302408,177.487,15575.642694877677,50802.49161380528,2343.4780501206574,52.06440399403954,4.828815811108549,7689.0,0.603955,388.8008,3000.0,157.894,1.7116652889104929,id0,0.0009,0.032205956021048074
62061.42393718168,202.8423,17474.216110271624,46128.26754416447,2729.8924711549907,52.022311406134804,4.8563487449000435,8956.0,0.613899,393.3794,3000.0,160.5304,1.698744238058874,id0,0.0009,0.03005035458296515
62018.57819521135,228.1976,19175.65921849474,41315.42735011046,3116.3068922978687,51.978972700279456,4.880944062051832,10224.0,0.620429,395.7131,3000.0,169.5452,1.683904064659589,id0,0.0009,0.027499667551529827
